filepath,extension,width,height,resolution,mode,aspect_ratio,brightness,contrast,sharpness,edge_density,entropy,noise,class
./data/sammassamexpression/expression_data/sad/image0030041_face.jpg,.jpg,150,205,30750,RGB,0.732,102.5810406504065,79.09979937826185,233.5865367852469,0.09134959349593495,7.6556477546691895,109.31097828831075,sad
./data/sammassamexpression/expression_data/happy/image0026508_face.jpg,.jpg,141,191,26931,RGB,0.738,185.92829824365973,41.179350510497315,311.06285190943294,0.06754298020868145,6.779857635498047,108.86354373996825,happy
./data/sammassamexpression/expression_data/fear/image0032108_face.jpg,.jpg,116,176,20416,RGB,0.659,95.28497257053291,60.445621024015225,135.8038764601462,0.07195336990595612,7.360507965087891,96.47658318317907,fear
./data/sammassamexpression/expression_data/happy/ffhq_4162_face.jpg,.jpg,132,168,22176,RGB,0.786,80.1083603896104,66.89193360544108,139.98721431486584,0.06493506493506493,7.429072380065918,102.61626474367142,happy
./data/sammassamexpression/expression_data/angry/image0017007_face.jpg,.jpg,149,214,31886,RGB,0.696,150.23919588534153,66.61924006332946,346.3746033571765,0.13184469673210814,7.77586555480957,107.21164700537362,angry
./data/sammassamexpression/expression_data/neutral/ffhq_5331_face.jpg,.jpg,135,187,25245,RGB,0.722,91.26670627847099,51.523298783686805,69.08952116985763,0.04282036046741929,6.759858131408691,105.35865245083164,neutral
./data/sammassamexpression/expression_data/neutral/ffhq_4099_face.jpg,.jpg,127,173,21971,RGB,0.734,103.2543807746575,71.12029375872324,155.14092894175297,0.07082062719038733,7.619953155517578,103.32879761482873,neutral
./data/sammassamexpression/expression_data/sad/image0030137_face.jpg,.jpg,176,213,37488,RGB,0.826,122.41349231754161,34.04206253048004,152.66976951119165,0.041026461801109686,6.958956718444824,97.42445353297147,sad
./data/sammassamexpression/expression_data/neutral/ffhq_645_face.jpg,.jpg,138,178,24564,RGB,0.775,149.80410356619444,54.78908476967891,112.90844753109769,0.06159420289855073,7.396655082702637,108.0377172145144,neutral
./data/sammassamexpression/expression_data/fear/image0033956_face.jpg,.jpg,154,216,33264,RGB,0.713,86.63597282347283,46.95769033059916,122.08238165326159,0.06953463203463203,7.313945770263672,108.55212881690967,fear
./data/sammassamexpression/expression_data/happy/image0005691_face.jpg,.jpg,139,188,26132,RGB,0.739,83.55066585029849,43.49842833900088,113.57595942893886,0.05824276748813715,7.345365047454834,100.51856571513284,happy
./data/sammassamexpression/expression_data/happy/ffhq_503_face.jpg,.jpg,129,183,23607,RGB,0.705,115.09895370017368,46.135089828658465,169.66783335990743,0.06603973397721015,7.437962055206299,108.48130326272417,happy
./data/sammassamexpression/expression_data/happy/ffhq_1877_face.jpg,.jpg,130,159,20670,RGB,0.818,140.50657958393808,55.48897500957977,127.6958926869092,0.07271407837445573,7.507637977600098,103.70959213780084,happy
./data/sammassamexpression/expression_data/fear/image0035581_face.jpg,.jpg,157,197,30929,RGB,0.797,136.60642115813638,54.74325011522297,209.01209922037032,0.11985515212260338,7.692135810852051,110.11512033854936,fear
./data/sammassamexpression/expression_data/angry/image0029405_face.jpg,.jpg,148,211,31228,RGB,0.701,159.30607147431792,52.86588017151244,439.32005516897345,0.13257333162546434,7.637155532836914,111.97124823376132,angry
./data/sammassamexpression/expression_data/angry/image0018738_face.jpg,.jpg,139,201,27939,RGB,0.692,101.26164143312216,62.098193764542266,368.68646186147225,0.08819213286087547,7.654205799102783,104.29699351261249,angry
./data/sammassamexpression/expression_data/happy/image0018455_face.jpg,.jpg,154,204,31416,RGB,0.755,65.6867201426025,45.207722583317725,164.74575430155855,0.04329004329004329,7.317503929138184,103.4271609797658,happy
./data/sammassamexpression/expression_data/angry/image0025307_face.jpg,.jpg,212,221,46852,RGB,0.959,99.30948518739862,60.17707131950239,122.2096826893092,0.04774609408349697,7.471077919006348,106.54007585373749,angry
./data/sammassamexpression/expression_data/happy/ffhq_4246_face.jpg,.jpg,139,203,28217,RGB,0.685,108.94194988836517,61.381131441897274,90.59910161489772,0.06956799092745508,7.565323829650879,107.42264288443745,happy
./data/sammassamexpression/expression_data/happy/ffhq_4337_face.jpg,.jpg,148,192,28416,RGB,0.771,115.4765625,47.95065030356674,271.84125852124293,0.09111064189189189,7.433730125427246,108.10555746970192,happy
./data/sammassamexpression/expression_data/fear/image0035155_face.jpg,.jpg,149,190,28310,RGB,0.784,130.95231367008125,51.23220271435574,247.36749729523547,0.11020840692334864,7.543635845184326,109.39074468761375,fear
./data/sammassamexpression/expression_data/fear/image0035551_face.jpg,.jpg,136,184,25024,RGB,0.739,66.66220428388746,28.42077257590316,111.85207860140964,0.059782608695652176,6.846668720245361,106.45117608084519,fear
./data/sammassamexpression/expression_data/happy/ffhq_860_face.jpg,.jpg,135,171,23085,RGB,0.789,165.55399610136453,50.49839363964482,175.0016797524231,0.0643708035520901,7.210476398468018,103.10735767051003,happy
./data/sammassamexpression/expression_data/happy/image0041181_face.jpg,.jpg,195,200,39000,RGB,0.975,143.0067435897436,67.89289061123881,75.13187068967784,0.059897435897435895,7.707523345947266,88.86247302649166,happy
./data/sammassamexpression/expression_data/neutral/ffhq_1316_face.jpg,.jpg,116,161,18676,RGB,0.72,118.79262154636967,44.7383374551953,199.01221048384875,0.08165560077104304,7.362713813781738,110.3598959772327,neutral
./data/sammassamexpression/expression_data/neutral/ffhq_1666_face.jpg,.jpg,130,138,17940,RGB,0.942,129.33277591973246,58.03115649526836,305.66307691064856,0.12079152731326645,7.728424072265625,103.63081734476037,neutral
./data/sammassamexpression/expression_data/fear/image0011092_face.jpg,.jpg,157,222,34854,RGB,0.707,109.06128421415046,60.11687300732625,207.72495166444156,0.07930223216847421,7.550561428070068,106.82508540061848,fear
./data/sammassamexpression/expression_data/sad/image0020350_face.jpg,.jpg,186,217,40362,RGB,0.857,157.0223973043952,59.17153199406177,103.10085161575537,0.050096625538873195,7.652153491973877,101.10501518376358,sad
./data/sammassamexpression/expression_data/fear/image0029862_face.jpg,.jpg,145,197,28565,RGB,0.736,84.99632417293891,44.375382880349726,192.13891687541127,0.07985296691755644,7.32273006439209,107.64816688059726,fear
./data/sammassamexpression/expression_data/angry/image0026745_face.jpg,.jpg,155,212,32860,RGB,0.731,149.5094948265368,78.04361423195564,182.94193254252997,0.07157638466220329,7.555952072143555,96.35399516276577,angry
./data/sammassamexpression/expression_data/sad/image0024844_face.jpg,.jpg,159,204,32436,RGB,0.779,127.32648908620052,32.664710391913474,97.67848158326706,0.0422986804784807,6.825925827026367,112.13681646006643,sad
./data/sammassamexpression/expression_data/happy/ffhq_409_face.jpg,.jpg,106,170,18020,RGB,0.624,156.01603773584907,50.87877606408019,306.9274127526328,0.1434517203107658,7.551556587219238,110.55217764347626,happy
./data/sammassamexpression/expression_data/happy/image0029725_face.jpg,.jpg,131,183,23973,RGB,0.716,123.96971593042173,73.96540853065521,266.4925730235291,0.08217578108705627,7.660164833068848,96.96545182785195,happy
./data/sammassamexpression/expression_data/neutral/ffhq_1745_face.jpg,.jpg,134,156,20904,RGB,0.859,106.75602755453502,58.74897941501765,228.60205835308355,0.0910830463069269,7.655185699462891,105.73864274251106,neutral
./data/sammassamexpression/expression_data/sad/image0009024_face.jpg,.jpg,151,198,29898,RGB,0.763,149.1894106629206,48.290356572952206,190.13368540087828,0.09676232523914644,7.4886274337768555,109.29854006019598,sad
./data/sammassamexpression/expression_data/happy/image0022087_face.jpg,.jpg,140,192,26880,RGB,0.729,125.57392113095239,67.38035337385406,274.9658827372095,0.07682291666666667,7.867880344390869,104.01482319718271,happy
./data/sammassamexpression/expression_data/angry/image0020495_face.jpg,.jpg,188,223,41924,RGB,0.843,178.68461978818814,38.5362263514372,95.19012889323692,0.037019368380879686,7.005922794342041,99.58509633547582,angry
./data/sammassamexpression/expression_data/fear/image0031112_face.jpg,.jpg,156,196,30576,RGB,0.796,173.1791601255887,65.21327882203968,215.19307370075742,0.09975143903715332,7.52079963684082,104.84339588663634,fear
./data/sammassamexpression/expression_data/angry/image0019014_face.jpg,.jpg,171,224,38304,RGB,0.763,92.64948830409357,46.88370582758443,205.5719548077195,0.0593671679197995,7.381547451019287,101.43042633837757,angry
./data/sammassamexpression/expression_data/angry/image0006260_face.jpg,.jpg,138,180,24840,RGB,0.767,174.31747181964573,59.961274545643995,346.2983738762217,0.12657004830917876,7.4859843254089355,109.45435811346083,angry
./data/sammassamexpression/expression_data/happy/ffhq_3883_face.jpg,.jpg,147,201,29547,RGB,0.731,166.13290689410093,62.383631152471835,259.6920837574576,0.1139201949436491,7.535553455352783,111.0211146830549,happy
./data/sammassamexpression/expression_data/happy/image0034423_face.jpg,.jpg,164,211,34604,RGB,0.777,69.9435903363773,62.25138644319968,151.3146811305324,0.045890648479944514,7.422875881195068,103.39387007849164,happy
./data/sammassamexpression/expression_data/neutral/ffhq_2312_face.jpg,.jpg,112,166,18592,RGB,0.675,166.84364242685027,49.43242753304939,149.92691153182312,0.05303356282271945,7.2104387283325195,101.3322289610217,neutral
./data/sammassamexpression/expression_data/happy/image0036016_face.jpg,.jpg,147,176,25872,RGB,0.835,88.3787492269635,72.7321442883621,431.0237595761269,0.11452535559678417,7.6026225090026855,106.72118643405338,happy
./data/sammassamexpression/expression_data/happy/image0028633_face.jpg,.jpg,140,190,26600,RGB,0.737,117.06293233082707,80.84363414876202,250.71119843405506,0.08699248120300752,7.802403450012207,108.26387559933632,happy
./data/sammassamexpression/expression_data/happy/image0034103_face.jpg,.jpg,145,158,22910,RGB,0.918,177.72160628546487,44.01312173140385,621.4540336057763,0.09934526407682234,6.945364952087402,103.79965087244756,happy
./data/sammassamexpression/expression_data/happy/image0022325_face.jpg,.jpg,131,197,25807,RGB,0.665,118.86402913938079,50.29684575211922,242.02635022986271,0.09195179602433448,7.524806976318359,110.77425176804093,happy
./data/sammassamexpression/expression_data/neutral/ffhq_5461_face.jpg,.jpg,134,156,20904,RGB,0.859,121.40054535017222,37.93990557229453,152.65158250951006,0.07190011481056258,7.004420280456543,105.22814603230995,neutral
./data/sammassamexpression/expression_data/happy/ffhq_2373_face.jpg,.jpg,111,149,16539,RGB,0.745,179.89158957615334,48.47778927480472,218.75735692085576,0.08742971159078541,7.235116004943848,106.919746205076,happy
./data/sammassamexpression/expression_data/happy/image0021408_face.jpg,.jpg,131,188,24628,RGB,0.697,153.36446321260354,52.521579815938644,129.68800334159891,0.061840181906772776,7.05648136138916,103.36814663095824,happy
./data/sammassamexpression/expression_data/sad/image0012733_face.jpg,.jpg,149,191,28459,RGB,0.78,125.96514283706385,43.82924704071102,127.70715655418525,0.06978460241048526,7.4173431396484375,109.57149790579173,sad
./data/sammassamexpression/expression_data/neutral/ffhq_4439_face.jpg,.jpg,125,180,22500,RGB,0.694,166.32924444444444,37.04243389960916,199.17756550913577,0.058888888888888886,7.220648288726807,105.58862985644329,neutral
./data/sammassamexpression/expression_data/happy/ffhq_187_face.jpg,.jpg,129,176,22704,RGB,0.733,150.94313777307963,56.09155925208227,131.4462137116004,0.06826990838618746,7.63133430480957,103.39520811526657,happy
./data/sammassamexpression/expression_data/sad/image0026123_face.jpg,.jpg,168,203,34104,RGB,0.828,112.58655876143561,53.05795699357828,205.29011727312803,0.08946164672765658,7.571231842041016,109.39376670309895,sad
./data/sammassamexpression/expression_data/happy/ffhq_1605_face.jpg,.jpg,142,182,25844,RGB,0.78,134.91317133570655,66.67103898911775,212.1358668168093,0.0925553319919517,7.678225517272949,107.31419923271882,happy
./data/sammassamexpression/expression_data/angry/image0021822_face.jpg,.jpg,125,180,22500,RGB,0.694,126.31702222222222,56.23226660932074,290.52022357333334,0.11484444444444444,7.521475315093994,108.4201532973881,angry
./data/sammassamexpression/expression_data/happy/ffhq_2605_face.jpg,.jpg,140,178,24920,RGB,0.787,78.57323434991974,41.30193911247628,72.28223685939469,0.04795345104333868,7.132988929748535,101.46376790748722,happy
./data/sammassamexpression/expression_data/fear/image0040863_face.jpg,.jpg,154,220,33880,RGB,0.7,160.83657024793388,52.49828919725116,296.68237993860544,0.08125737898465171,7.112947940826416,112.4089882161857,fear
./data/sammassamexpression/expression_data/angry/image0007420_face.jpg,.jpg,139,157,21823,RGB,0.885,148.69028089630206,45.57033606375808,447.68176535235,0.13256655821839344,7.380765914916992,111.53447312603598,angry
./data/sammassamexpression/expression_data/happy/image0032902_face.jpg,.jpg,161,201,32361,RGB,0.801,129.1494391397052,54.13410384734184,351.7805305676188,0.1523129693149161,7.711875915527344,113.62908579081436,happy
./data/sammassamexpression/expression_data/fear/image0022235_face.jpg,.jpg,196,210,41160,RGB,0.933,163.6779397473275,36.72517664813869,122.32838694383764,0.050826044703595724,7.0284624099731445,95.78704122141993,fear
./data/sammassamexpression/expression_data/angry/image0026575_face.jpg,.jpg,161,195,31395,RGB,0.826,113.16798853320593,64.81410811357539,297.6265692807923,0.12982959069915592,7.738133907318115,111.43608587356513,angry
./data/sammassamexpression/expression_data/happy/image0041548_face.jpg,.jpg,187,216,40392,RGB,0.866,138.3360566448802,67.62706590381197,268.75466280066655,0.08112992671816201,7.81349515914917,106.59433059499543,happy
./data/sammassamexpression/expression_data/neutral/ffhq_1333_face.jpg,.jpg,123,162,19926,RGB,0.759,55.61924119241193,40.245859503966734,25.57959447698127,0.009234166415738232,6.90572452545166,99.18961932413173,neutral
./data/sammassamexpression/expression_data/happy/image0015096_face.jpg,.jpg,161,205,33005,RGB,0.785,143.5427965459779,66.10495682906452,175.14460463347643,0.06189971216482351,7.854117393493652,104.22342037678304,happy
./data/sammassamexpression/expression_data/happy/image0004928_face.jpg,.jpg,167,196,32732,RGB,0.852,142.95411218379567,79.6076565994834,256.9663970089958,0.08154099963338629,7.772040843963623,104.41106699638303,happy
./data/sammassamexpression/expression_data/happy/ffhq_1175_face.jpg,.jpg,130,162,21060,RGB,0.802,106.7258309591643,43.52558326190029,116.49896063929856,0.07488129154795821,7.3354716300964355,104.25973513502845,happy
./data/sammassamexpression/expression_data/happy/ffhq_4915_face.jpg,.jpg,142,183,25986,RGB,0.776,46.13553451858693,34.23858854290067,116.62199208480371,0.044985761563919036,6.703587055206299,104.66261638345512,happy
./data/sammassamexpression/expression_data/angry/image0021571_face.jpg,.jpg,160,213,34080,RGB,0.751,112.09955985915492,46.18381611233847,185.18807052998744,0.08659037558685447,7.218209743499756,111.74625684940045,angry
./data/sammassamexpression/expression_data/happy/ffhq_4018_face.jpg,.jpg,136,183,24888,RGB,0.743,98.84410157505626,62.446722105006316,183.3230329526552,0.07176149148183864,7.640891075134277,106.9480980371752,happy
./data/sammassamexpression/expression_data/neutral/ffhq_1213_face.jpg,.jpg,128,160,20480,RGB,0.8,104.436328125,33.40664242919863,92.79746745824814,0.03203125,6.982231140136719,99.32173294466743,neutral
./data/sammassamexpression/expression_data/happy/image0020534_face.jpg,.jpg,155,201,31155,RGB,0.771,85.65036109773712,54.602944721412634,229.4011459118178,0.11214893275557695,7.524121284484863,107.99503749825503,happy
./data/sammassamexpression/expression_data/neutral/ffhq_131_face.jpg,.jpg,134,177,23718,RGB,0.757,122.65241588666835,59.283554759618994,99.36167790103296,0.06830255502150266,7.664111137390137,105.56976762018137,neutral
./data/sammassamexpression/expression_data/fear/image0039133_face.jpg,.jpg,161,200,32200,RGB,0.805,112.99372670807453,53.2941581211145,158.47185636260176,0.075527950310559,7.589636325836182,108.8730938133827,fear
./data/sammassamexpression/expression_data/sad/image0018692_face.jpg,.jpg,138,197,27186,RGB,0.701,32.18498491870816,30.923381530831946,90.41374335240523,0.04094018980357537,6.391104221343994,100.59201889713076,sad
./data/sammassamexpression/expression_data/happy/image0041495_face.jpg,.jpg,143,195,27885,RGB,0.733,95.36844181459566,52.667366403768455,207.90710469743863,0.10722610722610723,7.612325668334961,110.64589023474312,happy
./data/sammassamexpression/expression_data/angry/image0020318_face.jpg,.jpg,160,221,35360,RGB,0.724,130.49819004524886,41.88733470801477,225.60394056415205,0.07853506787330317,7.279047966003418,111.64601524643987,angry
./data/sammassamexpression/expression_data/angry/image0013279_face.jpg,.jpg,172,220,37840,RGB,0.782,135.14223044397463,48.38876449637878,263.57925479528245,0.10261627906976745,7.504078388214111,113.11709040904137,angry
./data/sammassamexpression/expression_data/happy/ffhq_1302_face.jpg,.jpg,139,189,26271,RGB,0.735,114.95664420844277,32.04712021327653,276.4419505844252,0.08157283696852043,6.598676681518555,105.33795320740876,happy
./data/sammassamexpression/expression_data/happy/image0010550_face.jpg,.jpg,126,199,25074,RGB,0.633,126.82551647124511,62.94254177604673,222.73583656204704,0.08754087899816543,7.719182968139648,103.82797758115163,happy
./data/sammassamexpression/expression_data/fear/image0034667_face.jpg,.jpg,146,213,31098,RGB,0.685,152.12457392758375,49.959823526850315,242.22134494414416,0.11563444594507685,7.521472930908203,100.51107213792018,fear
./data/sammassamexpression/expression_data/happy/ffhq_4345_face.jpg,.jpg,136,184,25024,RGB,0.739,108.10106297953965,55.24941753771042,201.76605535412347,0.08919437340153452,7.454681873321533,105.05038478395849,happy
./data/sammassamexpression/expression_data/happy/image0040679_face.jpg,.jpg,159,187,29733,RGB,0.85,140.47812195203983,54.530904829770485,355.9935615749099,0.0946423166178993,7.2892866134643555,103.6644664064633,happy
./data/sammassamexpression/expression_data/happy/image0041650_face.jpg,.jpg,162,217,35154,RGB,0.747,103.74719804289697,51.16765120809481,112.49729748830113,0.03871536667235592,7.421104431152344,93.62812284106606,happy
./data/sammassamexpression/expression_data/sad/image0026360_face.jpg,.jpg,144,183,26352,RGB,0.787,128.83048724954463,70.07415021265757,162.5599423248407,0.08515482695810565,7.453979015350342,102.24393988776009,sad
./data/sammassamexpression/expression_data/happy/image0019472_face.jpg,.jpg,220,221,48620,RGB,0.995,187.00882352941176,45.13447050880239,70.57555250711492,0.028527354997943233,6.9966535568237305,92.73696853427074,happy
./data/sammassamexpression/expression_data/neutral/ffhq_1073_face.jpg,.jpg,131,199,26069,RGB,0.658,138.0354060378227,61.69786217236968,125.70099696220868,0.07196286777398443,7.650639533996582,111.24052528081934,neutral
./data/sammassamexpression/expression_data/happy/ffhq_2681_face.jpg,.jpg,126,180,22680,RGB,0.7,116.17111992945327,67.16481376635811,237.8158603871361,0.1039241622574956,7.787896156311035,106.33883627080715,happy
./data/sammassamexpression/expression_data/fear/image0040141_face.jpg,.jpg,136,167,22712,RGB,0.814,115.76783198309263,41.41947333243465,122.79826957787489,0.051558647411060234,7.217731475830078,96.31822637240099,fear
./data/sammassamexpression/expression_data/fear/image0034703_face.jpg,.jpg,144,196,28224,RGB,0.735,131.83216411564626,60.90330519493128,357.1257456544598,0.14452239229024944,7.775986671447754,110.1426631346654,fear
./data/sammassamexpression/expression_data/happy/ffhq_8_face.jpg,.jpg,140,160,22400,RGB,0.875,106.32772321428571,52.31048583077738,128.3769325255102,0.06174107142857143,7.3653974533081055,99.85602097064157,happy
./data/sammassamexpression/expression_data/fear/image0040073_face.jpg,.jpg,155,169,26195,RGB,0.917,165.78992174079022,63.63976775316689,220.84721456359668,0.10280587898453904,7.721749782562256,104.15799397023494,fear
./data/sammassamexpression/expression_data/angry/image0001861_face.jpg,.jpg,196,224,43904,RGB,0.875,112.83466198979592,57.471714112246694,295.219624371193,0.11885021865889213,7.444369316101074,109.03365738113907,angry
./data/sammassamexpression/expression_data/neutral/ffhq_2301_face.jpg,.jpg,136,184,25024,RGB,0.739,139.80354859335037,59.426168974776914,136.73146988449912,0.08603740409207161,7.801005840301514,104.01346341656797,neutral
./data/sammassamexpression/expression_data/happy/image0032594_face.jpg,.jpg,145,199,28855,RGB,0.729,72.64314676832439,32.31086682738235,132.4057862505484,0.05843008144169121,6.840680122375488,111.05954207519535,happy
./data/sammassamexpression/expression_data/happy/image0034227_face.jpg,.jpg,199,217,43183,RGB,0.917,112.83338350739875,51.47784890082409,165.528246313723,0.09760785494291735,7.5960869789123535,109.53520110958351,happy
./data/sammassamexpression/expression_data/happy/ffhq_287_face.jpg,.jpg,118,154,18172,RGB,0.766,139.23640766013648,65.48177187064822,198.3363784845754,0.0917345366497909,7.7690229415893555,106.12837417196408,happy
./data/sammassamexpression/expression_data/happy/ffhq_3092_face.jpg,.jpg,155,186,28830,RGB,0.833,119.29191814082553,61.912605882402765,249.73091442786176,0.1201179327089837,7.762871265411377,107.85082479402213,happy
./data/sammassamexpression/expression_data/fear/image0039154_face.jpg,.jpg,174,208,36192,RGB,0.837,103.7989610963749,67.46383033142928,149.4628561434751,0.047275641025641024,7.784128665924072,90.83598395081304,fear
./data/sammassamexpression/expression_data/fear/image0036502_face.jpg,.jpg,150,216,32400,RGB,0.694,68.53746913580247,42.236176244046796,165.36178371818323,0.08558641975308642,7.2458930015563965,106.87044620374186,fear
./data/sammassamexpression/expression_data/angry/image0022534_face.jpg,.jpg,155,210,32550,RGB,0.738,109.28049155145929,51.62066326529381,331.6946105403244,0.13382488479262672,7.537166595458984,111.24089688512763,angry
./data/sammassamexpression/expression_data/sad/image0004426_face.jpg,.jpg,185,200,37000,RGB,0.925,167.21264864864864,58.54642991872266,159.39362845215487,0.053918918918918916,7.574667930603027,96.82112657098553,sad
./data/sammassamexpression/expression_data/happy/image0034014_face.jpg,.jpg,124,186,23064,RGB,0.667,132.3198057578911,62.94867847524538,453.68111544476704,0.14251647589316685,7.7350029945373535,113.82439137505332,happy
./data/sammassamexpression/expression_data/happy/ffhq_751_face.jpg,.jpg,127,160,20320,RGB,0.794,129.84212598425196,64.71827633930452,151.84649418119147,0.06683070866141733,7.435103416442871,105.33334610414896,happy
./data/sammassamexpression/expression_data/neutral/ffhq_4541_face.jpg,.jpg,132,181,23892,RGB,0.729,78.38368491545287,35.21830447909945,142.29379485013888,0.07358111501757911,7.085138320922852,111.31159549966989,neutral
./data/sammassamexpression/expression_data/happy/ffhq_537_face.jpg,.jpg,122,162,19764,RGB,0.753,157.84046751669703,45.17179982463496,285.7457209604808,0.09674155029346286,7.467947006225586,106.41276490491366,happy
./data/sammassamexpression/expression_data/sad/image0025089_face.jpg,.jpg,149,215,32035,RGB,0.693,67.86561573279226,48.61786679096676,131.7561183005487,0.05553301076947089,7.1994099617004395,109.47840507148511,sad
./data/sammassamexpression/expression_data/happy/image0032787_face.jpg,.jpg,169,223,37687,RGB,0.758,105.26804999071298,50.50443298813077,143.48798900812335,0.05516491097726006,7.580946922302246,98.71800786709048,happy
./data/sammassamexpression/expression_data/happy/ffhq_3414_face.jpg,.jpg,144,177,25488,RGB,0.814,144.57556497175142,65.7475341581419,124.47089651188956,0.0666195856873823,7.282704830169678,105.91453728520477,happy
./data/sammassamexpression/expression_data/angry/image0012331_face.jpg,.jpg,168,201,33768,RGB,0.836,59.73877635631367,37.43605412080024,108.31269244695932,0.06680881307746979,6.991335391998291,109.06350728772047,angry
./data/sammassamexpression/expression_data/neutral/ffhq_920_face.jpg,.jpg,130,180,23400,RGB,0.722,99.78662393162394,41.13183079856133,171.41856598546278,0.09397435897435898,7.297355651855469,111.9976740353686,neutral
./data/sammassamexpression/expression_data/happy/ffhq_4275_face.jpg,.jpg,128,167,21376,RGB,0.766,111.62804079341318,55.00314683445799,313.11540048236697,0.08546968562874252,7.253235816955566,108.69110235580065,happy
./data/sammassamexpression/expression_data/sad/image0021619_face.jpg,.jpg,174,214,37236,RGB,0.813,123.98238264045547,51.6630641764731,189.55045796911637,0.07347728005156301,7.4490461349487305,111.03537142467742,sad
./data/sammassamexpression/expression_data/sad/image0021868_face.jpg,.jpg,132,184,24288,RGB,0.717,109.08732707509881,46.67763601225002,194.2396416594818,0.07304018445322794,7.490527153015137,111.67963101844603,sad
./data/sammassamexpression/expression_data/happy/image0000152_face.jpg,.jpg,178,215,38270,RGB,0.828,90.61100078390385,50.00233440295793,134.30253634576542,0.062346485497778936,7.447803497314453,109.71285873334327,happy
./data/sammassamexpression/expression_data/neutral/ffhq_4945_face.jpg,.jpg,120,158,18960,RGB,0.759,167.0818565400844,32.23408330495944,175.8482307828829,0.09530590717299578,6.857455730438232,109.27948771791486,neutral
./data/sammassamexpression/expression_data/fear/image0005434_face.jpg,.jpg,161,204,32844,RGB,0.789,89.6570758738278,44.35522889921445,137.49851331892702,0.08104981122883936,7.2724080085754395,109.33540003474013,fear
./data/sammassamexpression/expression_data/angry/image0016836_face.jpg,.jpg,166,201,33366,RGB,0.826,108.01531499130851,65.6816126664348,201.90662709347217,0.09647545405502607,7.634857177734375,108.62577374819298,angry
./data/sammassamexpression/expression_data/angry/image0020983_face.jpg,.jpg,169,199,33631,RGB,0.849,124.02845588891202,55.898283102532744,177.85916863948162,0.07644732538431805,7.280717849731445,105.48169995354424,angry
./data/sammassamexpression/expression_data/happy/image0029775_face.jpg,.jpg,146,191,27886,RGB,0.764,77.37542135838773,56.35926483645228,213.0335074336657,0.0819766190920175,7.5379638671875,108.59610610840639,happy
./data/sammassamexpression/expression_data/fear/image0027600_face.jpg,.jpg,142,191,27122,RGB,0.743,97.74043212152496,52.77329156321713,220.10271817803257,0.09859154929577464,7.627657890319824,107.19843102070169,fear
./data/sammassamexpression/expression_data/sad/image0018103_face.jpg,.jpg,150,191,28650,RGB,0.785,82.97972076788831,54.62535488928807,148.15397607765382,0.06087260034904014,7.424981117248535,106.99490484678802,sad
